item_number,correct,audio_file,set_nr,target_instrument,complexity,level,with_target_in_mix,condition,time_song,song_nr,item_nr,practice_item,old_audio_file_name
p_item1909_set179_wit_lvl-5_comp6_t130_song115,1,p_item1909_set179_wit_lvl-5_comp6_t130_song115.wav,179,Piano,6,-5,yes,10,130,115,1909,no,Piano_ItemNr(1909)_SetNr(179)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(115).wav
p_item1909_set179_wit_lvl0_comp6_t130_song115,1,p_item1909_set179_wit_lvl0_comp6_t130_song115.wav,179,Piano,6,0,yes,10,130,115,1909,no,Piano_ItemNr(1909)_SetNr(179)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(115).wav
p_item3300_set407_wit_lvl-15_comp6_t130_song103,1,p_item3300_set407_wit_lvl-15_comp6_t130_song103.wav,407,Piano,6,-15,yes,10,130,103,3300,no,Piano_ItemNr(3300)_SetNr(407)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(103).wav
p_item3300_set407_wit_lvl-10_comp6_t130_song103,1,p_item3300_set407_wit_lvl-10_comp6_t130_song103.wav,407,Piano,6,-10,yes,10,130,103,3300,no,Piano_ItemNr(3300)_SetNr(407)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(103).wav
p_item3300_set407_wit_lvl-5_comp6_t130_song103,1,p_item3300_set407_wit_lvl-5_comp6_t130_song103.wav,407,Piano,6,-5,yes,10,130,103,3300,no,Piano_ItemNr(3300)_SetNr(407)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(103).wav
p_item3300_set407_wit_lvl0_comp6_t130_song103,1,p_item3300_set407_wit_lvl0_comp6_t130_song103.wav,407,Piano,6,0,yes,10,130,103,3300,no,Piano_ItemNr(3300)_SetNr(407)_WiT_Level(-15)_Complexity(6)_Time(130)_SongNr(103).wav
p_item1523_set139_wit_lvl-15_comp6_t152_song83,1,p_item1523_set139_wit_lvl-15_comp6_t152_song83.wav,139,Piano,6,-15,yes,10,152,83,1523,no,Piano_ItemNr(1523)_SetNr(139)_WiT_Level(-15)_Complexity(6)_Time(152)_SongNr(83).wav
p_item1523_set139_wit_lvl-10_comp6_t152_song83,1,p_item1523_set139_wit_lvl-10_comp6_t152_song83.wav,139,Piano,6,-10,yes,10,152,83,1523,no,Piano_ItemNr(1523)_SetNr(139)_WiT_Level(-15)_Complexity(6)_Time(152)_SongNr(83).wav
p_item1523_set139_wit_lvl-5_comp6_t152_song83,1,p_item1523_set139_wit_lvl-5_comp6_t152_song83.wav,139,Piano,6,-5,yes,10,152,83,1523,no,Piano_ItemNr(1523)_SetNr(139)_WiT_Level(-15)_Complexity(6)_Time(152)_SongNr(83).wav
p_item1523_set139_wit_lvl0_comp6_t152_song83,1,p_item1523_set139_wit_lvl0_comp6_t152_song83.wav,139,Piano,6,0,yes,10,152,83,1523,no,Piano_ItemNr(1523)_SetNr(139)_WiT_Level(-15)_Complexity(6)_Time(152)_SongNr(83).wav
p_item2948_set331_wit_lvl-15_comp6_t176_song111,1,p_item2948_set331_wit_lvl-15_comp6_t176_song111.wav,331,Piano,6,-15,yes,10,176,111,2948,no,Piano_ItemNr(2948)_SetNr(331)_WiT_Level(-15)_Complexity(6)_Time(176)_SongNr(111).wav
p_item2948_set331_wit_lvl-10_comp6_t176_song111,1,p_item2948_set331_wit_lvl-10_comp6_t176_song111.wav,331,Piano,6,-10,yes,10,176,111,2948,no,Piano_ItemNr(2948)_SetNr(331)_WiT_Level(-15)_Complexity(6)_Time(176)_SongNr(111).wav
p_item2948_set331_wit_lvl-5_comp6_t176_song111,1,p_item2948_set331_wit_lvl-5_comp6_t176_song111.wav,331,Piano,6,-5,yes,10,176,111,2948,no,Piano_ItemNr(2948)_SetNr(331)_WiT_Level(-15)_Complexity(6)_Time(176)_SongNr(111).wav
p_item2948_set331_wit_lvl0_comp6_t176_song111,1,p_item2948_set331_wit_lvl0_comp6_t176_song111.wav,331,Piano,6,0,yes,10,176,111,2948,no,Piano_ItemNr(2948)_SetNr(331)_WiT_Level(-15)_Complexity(6)_Time(176)_SongNr(111).wav
p_item2709_set276_wit_lvl-15_comp3_t32_song23,1,p_item2709_set276_wit_lvl-15_comp3_t32_song23.wav,276,Piano,3,-15,yes,12,32,23,2709,no,Piano_ItemNr(2709)_SetNr(276)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(23).wav
p_item2709_set276_wit_lvl-10_comp3_t32_song23,1,p_item2709_set276_wit_lvl-10_comp3_t32_song23.wav,276,Piano,3,-10,yes,12,32,23,2709,no,Piano_ItemNr(2709)_SetNr(276)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(23).wav
p_item2709_set276_wit_lvl-5_comp3_t32_song23,1,p_item2709_set276_wit_lvl-5_comp3_t32_song23.wav,276,Piano,3,-5,yes,12,32,23,2709,no,Piano_ItemNr(2709)_SetNr(276)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(23).wav
p_item2709_set276_wit_lvl0_comp3_t32_song23,1,p_item2709_set276_wit_lvl0_comp3_t32_song23.wav,276,Piano,3,0,yes,12,32,23,2709,no,Piano_ItemNr(2709)_SetNr(276)_WiT_Level(-15)_Complexity(3)_Time(32)_SongNr(23).wav
p_item1150_set099_wit_lvl-15_comp3_t46_song21,1,p_item1150_set099_wit_lvl-15_comp3_t46_song21.wav,99,Piano,3,-15,yes,12,46,21,1150,no,Piano_ItemNr(1150)_SetNr(099)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(21).wav
p_item1150_set099_wit_lvl-10_comp3_t46_song21,1,p_item1150_set099_wit_lvl-10_comp3_t46_song21.wav,99,Piano,3,-10,yes,12,46,21,1150,no,Piano_ItemNr(1150)_SetNr(099)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(21).wav
p_item1150_set099_wit_lvl-5_comp3_t46_song21,1,p_item1150_set099_wit_lvl-5_comp3_t46_song21.wav,99,Piano,3,-5,yes,12,46,21,1150,no,Piano_ItemNr(1150)_SetNr(099)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(21).wav
p_item1150_set099_wit_lvl0_comp3_t46_song21,1,p_item1150_set099_wit_lvl0_comp3_t46_song21.wav,99,Piano,3,0,yes,12,46,21,1150,no,Piano_ItemNr(1150)_SetNr(099)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(21).wav
p_item1570_set144_wit_lvl-15_comp3_t46_song81,1,p_item1570_set144_wit_lvl-15_comp3_t46_song81.wav,144,Piano,3,-15,yes,12,46,81,1570,no,Piano_ItemNr(1570)_SetNr(144)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(81).wav
p_item1570_set144_wit_lvl-10_comp3_t46_song81,1,p_item1570_set144_wit_lvl-10_comp3_t46_song81.wav,144,Piano,3,-10,yes,12,46,81,1570,no,Piano_ItemNr(1570)_SetNr(144)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(81).wav
p_item1570_set144_wit_lvl-5_comp3_t46_song81,1,p_item1570_set144_wit_lvl-5_comp3_t46_song81.wav,144,Piano,3,-5,yes,12,46,81,1570,no,Piano_ItemNr(1570)_SetNr(144)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(81).wav
p_item1570_set144_wit_lvl0_comp3_t46_song81,1,p_item1570_set144_wit_lvl0_comp3_t46_song81.wav,144,Piano,3,0,yes,12,46,81,1570,no,Piano_ItemNr(1570)_SetNr(144)_WiT_Level(-15)_Complexity(3)_Time(46)_SongNr(81).wav
p_item330_set029_wit_lvl-15_comp3_t54_song53,1,p_item330_set029_wit_lvl-15_comp3_t54_song53.wav,29,Piano,3,-15,yes,12,54,53,330,no,Piano_ItemNr(330)_SetNr(029)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(53).wav
p_item330_set029_wit_lvl-10_comp3_t54_song53,1,p_item330_set029_wit_lvl-10_comp3_t54_song53.wav,29,Piano,3,-10,yes,12,54,53,330,no,Piano_ItemNr(330)_SetNr(029)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(53).wav
p_item330_set029_wit_lvl-5_comp3_t54_song53,1,p_item330_set029_wit_lvl-5_comp3_t54_song53.wav,29,Piano,3,-5,yes,12,54,53,330,no,Piano_ItemNr(330)_SetNr(029)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(53).wav
p_item330_set029_wit_lvl0_comp3_t54_song53,1,p_item330_set029_wit_lvl0_comp3_t54_song53.wav,29,Piano,3,0,yes,12,54,53,330,no,Piano_ItemNr(330)_SetNr(029)_WiT_Level(-15)_Complexity(3)_Time(54)_SongNr(53).wav
p_item3079_set358_wit_lvl-15_comp3_t70_song28,1,p_item3079_set358_wit_lvl-15_comp3_t70_song28.wav,358,Piano,3,-15,yes,12,70,28,3079,no,Piano_ItemNr(3079)_SetNr(358)_WiT_Level(-15)_Complexity(3)_Time(70)_SongNr(28).wav
p_item3079_set358_wit_lvl-10_comp3_t70_song28,1,p_item3079_set358_wit_lvl-10_comp3_t70_song28.wav,358,Piano,3,-10,yes,12,70,28,3079,no,Piano_ItemNr(3079)_SetNr(358)_WiT_Level(-15)_Complexity(3)_Time(70)_SongNr(28).wav
p_item3079_set358_wit_lvl-5_comp3_t70_song28,1,p_item3079_set358_wit_lvl-5_comp3_t70_song28.wav,358,Piano,3,-5,yes,12,70,28,3079,no,Piano_ItemNr(3079)_SetNr(358)_WiT_Level(-15)_Complexity(3)_Time(70)_SongNr(28).wav
p_item3079_set358_wit_lvl0_comp3_t70_song28,1,p_item3079_set358_wit_lvl0_comp3_t70_song28.wav,358,Piano,3,0,yes,12,70,28,3079,no,Piano_ItemNr(3079)_SetNr(358)_WiT_Level(-15)_Complexity(3)_Time(70)_SongNr(28).wav
p_item1924_set180_wit_lvl-15_comp3_t102_song42,1,p_item1924_set180_wit_lvl-15_comp3_t102_song42.wav,180,Piano,3,-15,yes,12,102,42,1924,no,Piano_ItemNr(1924)_SetNr(180)_WiT_Level(-15)_Complexity(3)_Time(102)_SongNr(42).wav
p_item1924_set180_wit_lvl-10_comp3_t102_song42,1,p_item1924_set180_wit_lvl-10_comp3_t102_song42.wav,180,Piano,3,-10,yes,12,102,42,1924,no,Piano_ItemNr(1924)_SetNr(180)_WiT_Level(-15)_Complexity(3)_Time(102)_SongNr(42).wav
p_item1924_set180_wit_lvl-5_comp3_t102_song42,1,p_item1924_set180_wit_lvl-5_comp3_t102_song42.wav,180,Piano,3,-5,yes,12,102,42,1924,no,Piano_ItemNr(1924)_SetNr(180)_WiT_Level(-15)_Complexity(3)_Time(102)_SongNr(42).wav
p_item1924_set180_wit_lvl0_comp3_t102_song42,1,p_item1924_set180_wit_lvl0_comp3_t102_song42.wav,180,Piano,3,0,yes,12,102,42,1924,no,Piano_ItemNr(1924)_SetNr(180)_WiT_Level(-15)_Complexity(3)_Time(102)_SongNr(42).wav
p_item3703_set470_wit_lvl-15_comp3_t114_song40,1,p_item3703_set470_wit_lvl-15_comp3_t114_song40.wav,470,Piano,3,-15,yes,12,114,40,3703,no,Piano_ItemNr(3703)_SetNr(470)_WiT_Level(-15)_Complexity(3)_Time(114)_SongNr(40).wav
p_item3703_set470_wit_lvl-10_comp3_t114_song40,1,p_item3703_set470_wit_lvl-10_comp3_t114_song40.wav,470,Piano,3,-10,yes,12,114,40,3703,no,Piano_ItemNr(3703)_SetNr(470)_WiT_Level(-15)_Complexity(3)_Time(114)_SongNr(40).wav
p_item3703_set470_wit_lvl-5_comp3_t114_song40,1,p_item3703_set470_wit_lvl-5_comp3_t114_song40.wav,470,Piano,3,-5,yes,12,114,40,3703,no,Piano_ItemNr(3703)_SetNr(470)_WiT_Level(-15)_Complexity(3)_Time(114)_SongNr(40).wav
p_item3703_set470_wit_lvl0_comp3_t114_song40,1,p_item3703_set470_wit_lvl0_comp3_t114_song40.wav,470,Piano,3,0,yes,12,114,40,3703,no,Piano_ItemNr(3703)_SetNr(470)_WiT_Level(-15)_Complexity(3)_Time(114)_SongNr(40).wav
p_item238_set021_wit_lvl-15_comp3_t122_song12,1,p_item238_set021_wit_lvl-15_comp3_t122_song12.wav,21,Piano,3,-15,yes,12,122,12,238,no,Piano_ItemNr(238)_SetNr(021)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(12).wav
p_item238_set021_wit_lvl-10_comp3_t122_song12,1,p_item238_set021_wit_lvl-10_comp3_t122_song12.wav,21,Piano,3,-10,yes,12,122,12,238,no,Piano_ItemNr(238)_SetNr(021)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(12).wav
p_item238_set021_wit_lvl-5_comp3_t122_song12,1,p_item238_set021_wit_lvl-5_comp3_t122_song12.wav,21,Piano,3,-5,yes,12,122,12,238,no,Piano_ItemNr(238)_SetNr(021)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(12).wav
p_item238_set021_wit_lvl0_comp3_t122_song12,1,p_item238_set021_wit_lvl0_comp3_t122_song12.wav,21,Piano,3,0,yes,12,122,12,238,no,Piano_ItemNr(238)_SetNr(021)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(12).wav
p_item3775_set480_wit_lvl-15_comp3_t122_song104,1,p_item3775_set480_wit_lvl-15_comp3_t122_song104.wav,480,Piano,3,-15,yes,12,122,104,3775,no,Piano_ItemNr(3775)_SetNr(480)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(104).wav
p_item3775_set480_wit_lvl-10_comp3_t122_song104,1,p_item3775_set480_wit_lvl-10_comp3_t122_song104.wav,480,Piano,3,-10,yes,12,122,104,3775,no,Piano_ItemNr(3775)_SetNr(480)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(104).wav
p_item3775_set480_wit_lvl-5_comp3_t122_song104,1,p_item3775_set480_wit_lvl-5_comp3_t122_song104.wav,480,Piano,3,-5,yes,12,122,104,3775,no,Piano_ItemNr(3775)_SetNr(480)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(104).wav
p_item3775_set480_wit_lvl0_comp3_t122_song104,1,p_item3775_set480_wit_lvl0_comp3_t122_song104.wav,480,Piano,3,0,yes,12,122,104,3775,no,Piano_ItemNr(3775)_SetNr(480)_WiT_Level(-15)_Complexity(3)_Time(122)_SongNr(104).wav
p_item3487_set440_wit_lvl-15_comp3_t242_song13,1,p_item3487_set440_wit_lvl-15_comp3_t242_song13.wav,440,Piano,3,-15,yes,12,242,13,3487,no,Piano_ItemNr(3487)_SetNr(440)_WiT_Level(-15)_Complexity(3)_Time(242)_SongNr(13).wav
p_item3487_set440_wit_lvl-10_comp3_t242_song13,1,p_item3487_set440_wit_lvl-10_comp3_t242_song13.wav,440,Piano,3,-10,yes,12,242,13,3487,no,Piano_ItemNr(3487)_SetNr(440)_WiT_Level(-15)_Complexity(3)_Time(242)_SongNr(13).wav
p_item3487_set440_wit_lvl-5_comp3_t242_song13,1,p_item3487_set440_wit_lvl-5_comp3_t242_song13.wav,440,Piano,3,-5,yes,12,242,13,3487,no,Piano_ItemNr(3487)_SetNr(440)_WiT_Level(-15)_Complexity(3)_Time(242)_SongNr(13).wav
p_item3487_set440_wit_lvl0_comp3_t242_song13,1,p_item3487_set440_wit_lvl0_comp3_t242_song13.wav,440,Piano,3,0,yes,12,242,13,3487,no,Piano_ItemNr(3487)_SetNr(440)_WiT_Level(-15)_Complexity(3)_Time(242)_SongNr(13).wav
b_item1770_set770_wit_lvl-15_comp6_t74_song53,1,b_item1770_set770_wit_lvl-15_comp6_t74_song53.wav,770,Bass,6,-15,yes,14,74,53,1770,no,Bass_ItemNr(1770)_SetNr(770)_WiT_Level(-15)_Complexity(6)_Time(74)_SongNr(53).wav
b_item1770_set770_wit_lvl-10_comp6_t74_song53,1,b_item1770_set770_wit_lvl-10_comp6_t74_song53.wav,770,Bass,6,-10,yes,14,74,53,1770,no,Bass_ItemNr(1770)_SetNr(770)_WiT_Level(-15)_Complexity(6)_Time(74)_SongNr(53).wav
b_item1770_set770_wit_lvl-5_comp6_t74_song53,1,b_item1770_set770_wit_lvl-5_comp6_t74_song53.wav,770,Bass,6,-5,yes,14,74,53,1770,no,Bass_ItemNr(1770)_SetNr(770)_WiT_Level(-15)_Complexity(6)_Time(74)_SongNr(53).wav
b_item1770_set770_wit_lvl0_comp6_t74_song53,1,b_item1770_set770_wit_lvl0_comp6_t74_song53.wav,770,Bass,6,0,yes,14,74,53,1770,no,Bass_ItemNr(1770)_SetNr(770)_WiT_Level(-15)_Complexity(6)_Time(74)_SongNr(53).wav
b_item3589_set1138_wit_lvl-15_comp6_t82_song1,1,b_item3589_set1138_wit_lvl-15_comp6_t82_song1.wav,1138,Bass,6,-15,yes,14,82,1,3589,no,Bass_ItemNr(3589)_SetNr(1138)_WiT_Level(-15)_Complexity(6)_Time(82)_SongNr(1).wav
b_item3589_set1138_wit_lvl-10_comp6_t82_song1,1,b_item3589_set1138_wit_lvl-10_comp6_t82_song1.wav,1138,Bass,6,-10,yes,14,82,1,3589,no,Bass_ItemNr(3589)_SetNr(1138)_WiT_Level(-15)_Complexity(6)_Time(82)_SongNr(1).wav
b_item3589_set1138_wit_lvl-5_comp6_t82_song1,1,b_item3589_set1138_wit_lvl-5_comp6_t82_song1.wav,1138,Bass,6,-5,yes,14,82,1,3589,no,Bass_ItemNr(3589)_SetNr(1138)_WiT_Level(-15)_Complexity(6)_Time(82)_SongNr(1).wav
b_item3589_set1138_wit_lvl0_comp6_t82_song1,1,b_item3589_set1138_wit_lvl0_comp6_t82_song1.wav,1138,Bass,6,0,yes,14,82,1,3589,no,Bass_ItemNr(3589)_SetNr(1138)_WiT_Level(-15)_Complexity(6)_Time(82)_SongNr(1).wav
b_item1365_set596_wit_lvl-15_comp6_t132_song111,1,b_item1365_set596_wit_lvl-15_comp6_t132_song111.wav,596,Bass,6,-15,yes,14,132,111,1365,no,Bass_ItemNr(1365)_SetNr(596)_WiT_Level(-15)_Complexity(6)_Time(132)_SongNr(111).wav
b_item1365_set596_wit_lvl-10_comp6_t132_song111,1,b_item1365_set596_wit_lvl-10_comp6_t132_song111.wav,596,Bass,6,-10,yes,14,132,111,1365,no,Bass_ItemNr(1365)_SetNr(596)_WiT_Level(-15)_Complexity(6)_Time(132)_SongNr(111).wav
b_item1365_set596_wit_lvl-5_comp6_t132_song111,1,b_item1365_set596_wit_lvl-5_comp6_t132_song111.wav,596,Bass,6,-5,yes,14,132,111,1365,no,Bass_ItemNr(1365)_SetNr(596)_WiT_Level(-15)_Complexity(6)_Time(132)_SongNr(111).wav
b_item1365_set596_wit_lvl0_comp6_t132_song111,1,b_item1365_set596_wit_lvl0_comp6_t132_song111.wav,596,Bass,6,0,yes,14,132,111,1365,no,Bass_ItemNr(1365)_SetNr(596)_WiT_Level(-15)_Complexity(6)_Time(132)_SongNr(111).wav
b_item961_set424_wit_lvl-15_comp6_t136_song34,1,b_item961_set424_wit_lvl-15_comp6_t136_song34.wav,424,Bass,6,-15,yes,14,136,34,961,no,Bass_ItemNr(961)_SetNr(424)_WiT_Level(-15)_Complexity(6)_Time(136)_SongNr(34).wav
b_item961_set424_wit_lvl-10_comp6_t136_song34,1,b_item961_set424_wit_lvl-10_comp6_t136_song34.wav,424,Bass,6,-10,yes,14,136,34,961,no,Bass_ItemNr(961)_SetNr(424)_WiT_Level(-15)_Complexity(6)_Time(136)_SongNr(34).wav
b_item961_set424_wit_lvl-5_comp6_t136_song34,1,b_item961_set424_wit_lvl-5_comp6_t136_song34.wav,424,Bass,6,-5,yes,14,136,34,961,no,Bass_ItemNr(961)_SetNr(424)_WiT_Level(-15)_Complexity(6)_Time(136)_SongNr(34).wav
b_item961_set424_wit_lvl0_comp6_t136_song34,1,b_item961_set424_wit_lvl0_comp6_t136_song34.wav,424,Bass,6,0,yes,14,136,34,961,no,Bass_ItemNr(961)_SetNr(424)_WiT_Level(-15)_Complexity(6)_Time(136)_SongNr(34).wav
b_item2934_set1004_wit_lvl-15_comp6_t138_song49,1,b_item2934_set1004_wit_lvl-15_comp6_t138_song49.wav,1004,Bass,6,-15,yes,14,138,49,2934,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav
b_item2934_set1004_wit_lvl-10_comp6_t138_song49,1,b_item2934_set1004_wit_lvl-10_comp6_t138_song49.wav,1004,Bass,6,-10,yes,14,138,49,2934,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav
b_item2934_set1004_wit_lvl-5_comp6_t138_song49,1,b_item2934_set1004_wit_lvl-5_comp6_t138_song49.wav,1004,Bass,6,-5,yes,14,138,49,2934,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav
b_item2934_set1004_wit_lvl0_comp6_t138_song49,1,b_item2934_set1004_wit_lvl0_comp6_t138_song49.wav,1004,Bass,6,0,yes,14,138,49,2934,no,Bass_ItemNr(2934)_SetNr(1004)_WiT_Level(-15)_Complexity(6)_Time(138)_SongNr(49).wav
b_item368_set154_wit_lvl-15_comp6_t170_song21,1,b_item368_set154_wit_lvl-15_comp6_t170_song21.wav,154,Bass,6,-15,yes,14,170,21,368,no,Bass_ItemNr(368)_SetNr(154)_WiT_Level(-15)_Complexity(6)_Time(170)_SongNr(21).wav
b_item368_set154_wit_lvl-10_comp6_t170_song21,1,b_item368_set154_wit_lvl-10_comp6_t170_song21.wav,154,Bass,6,-10,yes,14,170,21,368,no,Bass_ItemNr(368)_SetNr(154)_WiT_Level(-15)_Complexity(6)_Time(170)_SongNr(21).wav
b_item368_set154_wit_lvl-5_comp6_t170_song21,1,b_item368_set154_wit_lvl-5_comp6_t170_song21.wav,154,Bass,6,-5,yes,14,170,21,368,no,Bass_ItemNr(368)_SetNr(154)_WiT_Level(-15)_Complexity(6)_Time(170)_SongNr(21).wav
b_item368_set154_wit_lvl0_comp6_t170_song21,1,b_item368_set154_wit_lvl0_comp6_t170_song21.wav,154,Bass,6,0,yes,14,170,21,368,no,Bass_ItemNr(368)_SetNr(154)_WiT_Level(-15)_Complexity(6)_Time(170)_SongNr(21).wav
b_item3241_set1062_wit_lvl-15_comp6_t174_song35,1,b_item3241_set1062_wit_lvl-15_comp6_t174_song35.wav,1062,Bass,6,-15,yes,14,174,35,3241,no,Bass_ItemNr(3241)_SetNr(1062)_WiT_Level(-15)_Complexity(6)_Time(174)_SongNr(35).wav
b_item3241_set1062_wit_lvl-10_comp6_t174_song35,1,b_item3241_set1062_wit_lvl-10_comp6_t174_song35.wav,1062,Bass,6,-10,yes,14,174,35,3241,no,Bass_ItemNr(3241)_SetNr(1062)_WiT_Level(-15)_Complexity(6)_Time(174)_SongNr(35).wav
b_item3241_set1062_wit_lvl-5_comp6_t174_song35,1,b_item3241_set1062_wit_lvl-5_comp6_t174_song35.wav,1062,Bass,6,-5,yes,14,174,35,3241,no,Bass_ItemNr(3241)_SetNr(1062)_WiT_Level(-15)_Complexity(6)_Time(174)_SongNr(35).wav
b_item3241_set1062_wit_lvl0_comp6_t174_song35,1,b_item3241_set1062_wit_lvl0_comp6_t174_song35.wav,1062,Bass,6,0,yes,14,174,35,3241,no,Bass_ItemNr(3241)_SetNr(1062)_WiT_Level(-15)_Complexity(6)_Time(174)_SongNr(35).wav
b_item2486_set961_wit_lvl-15_comp6_t180_song37,1,b_item2486_set961_wit_lvl-15_comp6_t180_song37.wav,961,Bass,6,-15,yes,14,180,37,2486,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav
b_item2486_set961_wit_lvl-10_comp6_t180_song37,1,b_item2486_set961_wit_lvl-10_comp6_t180_song37.wav,961,Bass,6,-10,yes,14,180,37,2486,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav
b_item2486_set961_wit_lvl-5_comp6_t180_song37,1,b_item2486_set961_wit_lvl-5_comp6_t180_song37.wav,961,Bass,6,-5,yes,14,180,37,2486,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav
b_item2486_set961_wit_lvl0_comp6_t180_song37,1,b_item2486_set961_wit_lvl0_comp6_t180_song37.wav,961,Bass,6,0,yes,14,180,37,2486,no,Bass_ItemNr(2486)_SetNr(961)_WiT_Level(-15)_Complexity(6)_Time(180)_SongNr(37).wav
b_item3683_set1169_wit_lvl-15_comp6_t210_song84,1,b_item3683_set1169_wit_lvl-15_comp6_t210_song84.wav,1169,Bass,6,-15,yes,14,210,84,3683,no,Bass_ItemNr(3683)_SetNr(1169)_WiT_Level(-15)_Complexity(6)_Time(210)_SongNr(84).wav
b_item3683_set1169_wit_lvl-10_comp6_t210_song84,1,b_item3683_set1169_wit_lvl-10_comp6_t210_song84.wav,1169,Bass,6,-10,yes,14,210,84,3683,no,Bass_ItemNr(3683)_SetNr(1169)_WiT_Level(-15)_Complexity(6)_Time(210)_SongNr(84).wav
b_item3683_set1169_wit_lvl-5_comp6_t210_song84,1,b_item3683_set1169_wit_lvl-5_comp6_t210_song84.wav,1169,Bass,6,-5,yes,14,210,84,3683,no,Bass_ItemNr(3683)_SetNr(1169)_WiT_Level(-15)_Complexity(6)_Time(210)_SongNr(84).wav
b_item3683_set1169_wit_lvl0_comp6_t210_song84,1,b_item3683_set1169_wit_lvl0_comp6_t210_song84.wav,1169,Bass,6,0,yes,14,210,84,3683,no,Bass_ItemNr(3683)_SetNr(1169)_WiT_Level(-15)_Complexity(6)_Time(210)_SongNr(84).wav
b_item2972_set1012_wit_lvl-15_comp6_t212_song26,1,b_item2972_set1012_wit_lvl-15_comp6_t212_song26.wav,1012,Bass,6,-15,yes,14,212,26,2972,no,Bass_ItemNr(2972)_SetNr(1012)_WiT_Level(-15)_Complexity(6)_Time(212)_SongNr(26).wav
b_item2972_set1012_wit_lvl-10_comp6_t212_song26,1,b_item2972_set1012_wit_lvl-10_comp6_t212_song26.wav,1012,Bass,6,-10,yes,14,212,26,2972,no,Bass_ItemNr(2972)_SetNr(1012)_WiT_Level(-15)_Complexity(6)_Time(212)_SongNr(26).wav
b_item2972_set1012_wit_lvl-5_comp6_t212_song26,1,b_item2972_set1012_wit_lvl-5_comp6_t212_song26.wav,1012,Bass,6,-5,yes,14,212,26,2972,no,Bass_ItemNr(2972)_SetNr(1012)_WiT_Level(-15)_Complexity(6)_Time(212)_SongNr(26).wav
b_item2972_set1012_wit_lvl0_comp6_t212_song26,1,b_item2972_set1012_wit_lvl0_comp6_t212_song26.wav,1012,Bass,6,0,yes,14,212,26,2972,no,Bass_ItemNr(2972)_SetNr(1012)_WiT_Level(-15)_Complexity(6)_Time(212)_SongNr(26).wav
b_item358_set150_wit_lvl-15_comp3_t8_song79,1,b_item358_set150_wit_lvl-15_comp3_t8_song79.wav,150,Bass,3,-15,yes,16,8,79,358,no,Bass_ItemNr(358)_SetNr(150)_WiT_Level(-15)_Complexity(3)_Time(8)_SongNr(79).wav
b_item358_set150_wit_lvl-10_comp3_t8_song79,1,b_item358_set150_wit_lvl-10_comp3_t8_song79.wav,150,Bass,3,-10,yes,16,8,79,358,no,Bass_ItemNr(358)_SetNr(150)_WiT_Level(-15)_Complexity(3)_Time(8)_SongNr(79).wav
b_item358_set150_wit_lvl-5_comp3_t8_song79,1,b_item358_set150_wit_lvl-5_comp3_t8_song79.wav,150,Bass,3,-5,yes,16,8,79,358,no,Bass_ItemNr(358)_SetNr(150)_WiT_Level(-15)_Complexity(3)_Time(8)_SongNr(79).wav
